ダウンロードした時刻：2024/11/27 12:12:25

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2019/9/24,27.2,20.6,0.0,0,0,1,0,1,3.2,0,3.2,曇一時晴,晴
2019/9/25,30.2,19.4,0,1,0,1,0,1,10.8,0,2.8,晴後一時曇,晴時々曇
2019/9/26,31.0,20.6,0,1,0,1,0,1,7.8,0,2.6,晴,曇時々晴
2019/9/27,29.9,22.8,0,1,0,1,0,1,3.6,0,2.6,曇,曇後一時晴
2019/9/28,29.3,22.4,0,1,0,1,0,1,0.6,0,2.5,曇,曇
2019/9/29,31.8,22.3,0.0,0,0,1,0,1,7.2,0,1.9,薄曇,曇
2019/9/30,34.1,23.9,1.5,0,0,1,0,1,5.3,0,2.8,曇時々晴,曇時々晴後一時雨、雷を伴う
2019/10/1,31.4,23.2,1.0,0,0,1,0,1,6.0,0,2.3,晴時々曇,曇
2019/10/2,28.2,23.1,0.0,0,0,1,0,1,0.9,0,2.2,曇後時々雨,曇
2019/10/3,29.7,20.2,10.5,0,0,1,0,1,1.6,0,4.3,曇時々雨,雨時々曇、雷を伴う
2019/10/4,28.9,20.6,10.0,0,0,1,0,1,7.8,0,5.4,晴時々曇,快晴
2019/10/5,28.7,18.8,0,1,0,1,0,1,11.2,0,4.0,晴,晴時々曇
2019/10/6,28.8,19.6,0,1,0,1,0,1,9.7,0,4.2,晴後一時薄曇,曇時々晴
2019/10/7,23.9,18.3,0.0,0,0,1,0,1,0.7,0,2.0,曇時々雨,曇
2019/10/8,23.1,18.9,0.0,0,0,1,0,1,0.0,0,2.4,曇後一時雨,晴一時曇
2019/10/9,25.5,16.2,0,1,0,1,0,1,11.1,0,3.5,快晴,晴一時曇
2019/10/10,29.6,15.6,0,1,0,1,0,1,9.7,0,2.0,晴,曇一時晴
2019/10/11,29.1,21.8,3.5,0,0,1,0,1,0.9,0,2.2,曇,雨
2019/10/12,23.9,21.0,74.5,0,0,1,0,1,0.0,0,6.3,大雨,晴一時雨
2019/10/13,26.9,19.3,0,1,0,1,0,1,11.0,0,5.9,快晴,曇一時晴
2019/10/14,20.0,16.9,6.0,0,0,1,0,1,0.0,0,2.4,雨時々曇,晴一時曇
2019/10/15,25.0,14.6,0,1,0,1,0,1,10.4,0,4.8,快晴,曇時々晴
2019/10/16,22.9,13.6,0,1,0,1,0,1,7.5,0,2.6,晴一時曇,晴時々曇
2019/10/17,22.7,14.8,0.0,0,0,1,0,1,0.3,0,1.7,曇,曇時々雨
2019/10/18,19.9,17.2,45.5,0,0,1,0,1,0.0,0,2.0,雨,大雨後一時曇
2019/10/19,20.9,17.1,15.0,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇一時雨
2019/10/20,26.3,17.2,0,1,0,1,0,1,5.9,0,3.4,薄曇,曇
2019/10/21,21.7,17.4,36.5,0,0,1,0,1,0.0,0,1.7,曇後一時雨,大雨、雷を伴う
2019/10/22,25.2,15.6,16.5,0,0,1,0,1,6.2,0,3.3,晴時々曇、雷を伴う,晴
2019/10/23,25.7,15.8,0,1,0,1,0,1,8.6,0,2.4,薄曇一時晴,曇一時雨
2019/10/24,22.3,16.9,6.5,0,0,1,0,1,0.0,0,1.7,曇後雨,雨
2019/10/25,17.3,15.4,124.0,0,0,1,0,1,0.2,0,3.5,大雨後一時曇、雷を伴う,晴後薄曇
2019/10/26,23.2,14.9,0,1,0,1,0,1,4.5,0,3.2,曇後一時晴,晴後曇
2019/10/27,23.4,15.8,0.0,0,0,1,0,1,6.1,0,2.5,曇後晴,曇
2019/10/28,23.4,13.4,0,1,0,1,0,1,9.2,0,2.0,晴後薄曇,薄曇後一時雨
2019/10/29,17.2,13.8,7.0,0,0,1,0,1,0.0,0,1.7,雨後曇,晴一時曇
2019/10/30,22.6,12.0,0,1,0,1,0,1,8.9,0,1.9,晴時々薄曇,晴時々薄曇
2019/10/31,22.2,12.3,0,1,0,1,0,1,8.6,0,1.7,薄曇後晴,快晴
2019/11/1,23.1,11.3,0,1,0,1,0,1,9.4,0,3.6,快晴,快晴
2019/11/2,21.5,11.7,0,1,0,1,0,1,9.3,0,2.1,晴,薄曇後時々晴
2019/11/3,20.8,12.4,0.0,0,0,1,0,1,4.0,0,2.4,曇,曇後晴
2019/11/4,20.7,11.1,0,1,0,1,0,1,10.0,0,4.6,晴,快晴
2019/11/5,19.5,8.4,0,1,0,1,0,1,10.3,0,2.5,快晴,快晴
2019/11/6,21.4,8.1,0,1,0,1,0,1,10.2,0,2.4,快晴,晴
2019/11/7,20.2,8.9,0,1,0,1,0,1,7.3,0,1.7,晴後薄曇,晴一時曇
2019/11/8,19.2,11.4,0,1,0,1,0,1,10.1,0,4.2,快晴,快晴
2019/11/9,20.1,8.0,0,1,0,1,0,1,10.0,0,2.8,快晴,快晴
2019/11/10,19.2,10.1,0,1,0,1,0,1,8.7,0,2.1,晴後薄曇,薄曇後晴
2019/11/11,17.2,10.1,3.5,0,0,1,0,1,2.7,0,1.7,曇一時雨後晴、雷を伴う,晴
2019/11/12,20.8,10.5,0,1,0,1,0,1,10.1,0,3.4,快晴,曇時々晴
2019/11/13,19.9,10.3,0.5,0,0,1,0,1,3.2,0,2.0,曇時々晴,曇後雨
2019/11/14,18.1,8.5,3.0,0,0,1,0,1,6.8,0,4.6,晴時々曇一時雨,快晴
2019/11/15,16.5,6.6,0,1,0,1,0,1,9.9,0,3.4,快晴,快晴
2019/11/16,18.2,6.4,0.0,0,0,1,0,1,8.5,0,2.3,晴後時々曇,晴
2019/11/17,19.2,8.6,0,1,0,1,0,1,8.7,0,2.3,晴後一時曇,曇
2019/11/18,22.1,12.4,4.0,0,0,1,0,1,3.5,0,2.4,曇時々晴,雨後一時晴
2019/11/19,16.4,9.0,1.0,0,0,1,0,1,8.6,0,5.5,晴後一時曇,晴時々曇
2019/11/20,15.0,7.5,0,1,0,1,0,1,9.8,0,4.4,快晴,快晴
2019/11/21,15.9,4.9,0,1,0,1,0,1,9.8,0,2.2,快晴,晴後曇
2019/11/22,12.4,7.6,2.5,0,0,1,0,1,0.0,0,1.5,曇後雨,曇後晴
2019/11/23,21.6,9.7,0,1,0,1,0,1,9.3,0,1.5,快晴,晴後曇一時雨
2019/11/24,20.8,13.7,0.0,0,0,1,0,1,1.6,0,1.7,曇,曇時々晴
2019/11/25,22.0,11.8,0,1,0,1,0,1,3.0,0,3.3,薄曇一時晴,曇
2019/11/26,13.5,9.7,2.5,0,0,1,0,1,0.0,0,2.3,曇後一時雨,雨時々曇
2019/11/27,16.0,9.9,1.0,0,0,1,0,1,0.9,0,2.4,曇,曇一時雨
2019/11/28,13.0,6.1,0.0,0,0,1,0,1,0.0,0,4.9,曇,晴
2019/11/29,13.3,4.6,0,1,0,1,0,1,9.7,0,4.2,快晴,快晴
2019/11/30,12.3,3.2,0,1,0,1,0,1,9.7,0,2.6,快晴,晴
2019/12/1,15.7,5.0,0.0,0,0,1,0,1,9.2,0,1.4,晴,曇後一時雨
2019/12/2,14.5,8.9,19.5,0,0,1,0,1,0.0,0,2.6,雨後時々曇,晴時々曇
2019/12/3,13.1,7.1,0.0,0,0,1,0,1,7.5,0,5.2,晴,晴一時曇
2019/12/4,12.3,4.3,0.0,0,0,1,0,1,6.3,0,3.5,晴後一時雨,晴
2019/12/5,10.6,4.1,0.0,0,0,1,0,1,2.6,0,3.2,晴時々曇,曇一時雨
2019/12/6,9.4,5.2,0.0,0,0,1,0,1,2.0,0,4.1,曇,曇
2019/12/7,8.0,4.8,0,1,0,1,0,1,0.0,0,2.2,曇,晴一時曇
2019/12/8,14.4,2.9,0,1,0,1,0,1,9.5,0,2.8,快晴,晴後一時曇
2019/12/9,13.6,4.6,0,1,0,1,0,1,2.1,0,1.5,曇,曇後晴
2019/12/10,17.8,8.2,0,1,0,1,0,1,7.2,0,1.7,晴一時曇,薄曇後晴
2019/12/11,15.7,6.8,0,1,0,1,0,1,4.0,0,1.9,曇一時晴,晴時々曇
2019/12/12,13.4,5.5,0,1,0,1,0,1,3.2,0,3.7,晴,快晴
2019/12/13,12.4,2.7,0,1,0,1,0,1,7.9,0,2.5,晴後薄曇,薄曇後晴
2019/12/14,14.1,2.0,0.0,0,0,1,0,1,5.1,0,2.5,晴後曇,晴一時曇
2019/12/15,12.1,5.1,0,1,0,1,0,1,7.1,0,4.0,晴一時薄曇,曇
2019/12/16,15.3,4.2,0,1,0,1,0,1,3.6,0,1.6,曇後晴,曇後時々雨
2019/12/17,12.7,9.1,10.5,0,0,1,0,1,0.0,0,1.7,雨時々曇,雨後霧
2019/12/18,16.6,8.9,3.0,0,0,1,0,1,2.3,0,3.1,雨後晴、霧を伴う,晴
2019/12/19,12.2,6.0,0,1,0,1,0,1,0.2,0,1.8,曇一時晴,曇後一時晴
2019/12/20,14.3,7.1,0.0,0,0,1,0,1,8.2,0,4.0,晴,曇後時々晴
2019/12/21,11.5,5.1,0,1,0,1,0,1,3.5,0,2.2,薄曇,曇
2019/12/22,10.4,5.5,12.5,0,0,1,0,1,0.0,0,2.9,曇後一時雨,雨後晴
2019/12/23,14.6,4.7,0.5,0,0,1,0,1,8.8,0,2.4,晴,曇一時晴
2019/12/24,13.3,5.3,0.0,0,0,1,0,1,7.3,0,3.6,薄曇時々晴,晴一時曇
2019/12/25,14.3,3.0,0,1,0,1,0,1,9.0,0,1.7,晴後時々薄曇,曇
2019/12/26,12.2,6.9,2.5,0,0,1,0,1,0.0,0,1.6,曇時々雨,雨後一時曇
2019/12/27,12.3,4.9,8.0,0,0,1,0,1,7.2,0,5.9,晴,晴
2019/12/28,10.8,2.5,0,1,0,1,0,1,9.3,0,3.2,快晴,快晴
2019/12/29,12.4,1.2,0,1,0,1,0,1,6.8,0,1.5,晴後曇,曇後時々雨
2019/12/30,8.8,5.8,11.5,0,0,1,0,1,0.0,0,1.9,雨一時曇,曇
2019/12/31,12.7,2.7,0,1,0,1,0,1,4.2,0,4.8,曇後晴,快晴
2020/1/1,9.3,0.7,0.0,0,0,1,0,1,5.1,0,3.3,曇時々晴,曇時々晴
2020/1/2,11.9,4.0,0.0,0,0,1,0,1,4.9,0,2.6,曇時々晴,曇時々晴
2020/1/3,11.9,4.4,0.0,0,0,1,0,1,3.0,0,2.6,曇時々晴,曇時々晴
2020/1/4,11.5,4.6,0.0,0,0,1,0,1,3.0,0,3.2,曇時々晴,晴一時雨
2020/1/5,9.5,3.3,0,1,0,1,0,1,9.3,0,5.2,晴,快晴
2020/1/6,11.8,0.9,0,1,0,1,0,1,7.6,0,2.9,晴後曇,曇時々晴
2020/1/7,7.8,3.3,11.5,0,0,1,0,1,0.0,0,1.9,曇後雨,雨後一時曇
2020/1/8,17.7,6.7,22.0,0,0,1,0,1,3.4,0,4.2,晴時々雨,曇後晴
2020/1/9,13.6,7.2,0.0,0,0,1,0,1,8.6,0,5.0,晴後一時曇,曇後時々晴
2020/1/10,13.5,5.3,0.0,0,0,1,0,1,9.2,0,3.9,晴,晴後一時薄曇
2020/1/11,12.1,2.1,0,1,0,1,0,1,7.5,0,1.7,薄曇後晴,晴一時薄曇
2020/1/12,9.9,3.1,0,1,0,1,0,1,0.5,0,1.3,曇時々晴,晴時々曇
2020/1/13,11.6,5.0,0.0,0,0,1,0,1,5.9,0,3.2,晴,晴
2020/1/14,11.8,1.7,1.0,0,0,1,0,1,5.9,0,1.8,晴後曇,曇時々雨一時晴
2020/1/15,11.1,3.1,0.5,0,0,1,0,1,8.7,0,3.4,晴,晴後一時薄曇
2020/1/16,8.4,1.4,0,1,0,1,0,1,1.3,0,1.8,曇,薄曇一時晴
2020/1/17,9.2,2.2,0.0,0,0,1,0,1,0.2,0,1.8,曇,曇時々雨
2020/1/18,12.5,4.4,0.0,0,0,1,0,1,6.8,0,3.4,曇時々晴,晴
2020/1/19,11.9,2.7,0.0,0,0,1,0,1,6.7,0,2.2,晴後曇,晴一時曇
2020/1/20,12.0,2.8,0,1,0,1,0,1,6.3,0,2.9,晴後時々曇,晴時々曇
2020/1/21,11.4,3.2,0.0,0,0,1,0,1,8.3,0,4.8,晴一時曇,晴
2020/1/22,11.4,1.3,0.0,0,0,1,0,1,2.3,0,1.8,曇,曇後雨
2020/1/23,10.1,6.9,11.0,0,0,1,0,1,0.0,0,2.2,雨後一時曇,晴時々曇
2020/1/24,15.4,7.1,0,1,0,1,0,1,2.9,0,3.8,曇後一時晴,薄曇一時晴
2020/1/25,12.1,4.5,0.0,0,0,1,0,1,3.0,0,3.1,曇,曇後雨
2020/1/26,13.5,6.3,0.0,0,0,1,0,1,2.1,0,1.5,曇後一時晴,曇
2020/1/27,10.9,5.5,1.0,0,0,1,0,1,0.1,0,1.8,曇後一時雨,雨時々曇
2020/1/28,13.6,6.0,5.0,0,0,1,0,1,1.2,0,2.4,曇,雨、雷を伴う
2020/1/29,16.1,8.3,3.5,0,0,1,0,1,6.2,0,4.2,晴時々曇,晴時々薄曇
2020/1/30,12.8,6.1,0,1,0,1,0,1,6.8,0,5.2,晴,快晴
2020/1/31,9.8,3.6,0,1,0,1,0,1,9.8,0,6.2,快晴,晴後一時曇
2020/2/1,11.2,2.7,0,1,0,1,0,1,9.0,0,4.7,晴,晴
2020/2/2,13.0,1.1,0,1,0,1,0,1,10.1,0,2.4,晴,薄曇後晴
2020/2/3,12.2,1.6,0.0,0,0,1,0,1,5.4,0,2.6,薄曇一時晴,晴一時曇
2020/2/4,12.4,3.8,0,1,0,1,0,1,10.2,0,3.6,快晴,快晴
2020/2/5,11.3,1.1,0.0,0,0,1,0,1,8.4,0,3.8,晴,晴時々曇
2020/2/6,6.1,-0.5,0,1,0,1,0,1,9.6,0,5.5,晴,晴
2020/2/7,8.4,-2.2,0,1,0,1,0,1,8.6,0,2.3,薄曇,曇
2020/2/8,12.4,1.4,0,1,0,1,0,1,9.6,0,3.9,晴,晴時々曇
2020/2/9,7.5,0.9,0,1,0,1,0,1,10.3,0,6.0,快晴,晴
2020/2/10,6.4,-1.7,0.0,0,0,1,0,1,4.3,0,2.7,曇時々雨,晴
2020/2/11,11.8,1.0,0,1,0,1,0,1,10.1,0,3.5,快晴,晴後一時曇
2020/2/12,15.0,1.0,5.5,0,0,1,0,1,4.1,0,1.4,曇時々晴,雨
2020/2/13,19.7,7.8,8.5,0,0,1,0,1,2.4,0,2.6,曇後晴,晴後一時薄曇
2020/2/14,12.5,7.3,0.0,0,0,1,0,1,0.1,0,1.7,曇後一時雨,晴
2020/2/15,14.1,5.6,0,1,0,1,0,1,1.5,0,1.9,曇後一時晴,曇後一時雨
2020/2/16,10.6,7.6,21.0,0,0,1,0,1,0.0,0,1.4,雨、霧を伴う,曇時々雨、霧を伴う
2020/2/17,12.6,4.0,0.0,0,0,1,0,1,5.8,0,4.7,晴一時曇,晴後一時曇
2020/2/18,7.2,1.4,0.0,0,0,1,0,1,4.8,0,3.7,曇時々晴一時みぞれ,晴後一時曇
2020/2/19,12.0,1.8,0,1,0,1,0,1,10.1,0,3.1,晴後薄曇,薄曇時々晴
2020/2/20,13.3,2.3,0,1,0,1,0,1,6.6,0,3.0,薄曇時々晴,快晴
2020/2/21,15.9,2.8,0,1,0,1,0,1,9.9,0,2.2,晴後薄曇,晴時々曇
2020/2/22,10.6,7.2,4.5,0,0,1,0,1,0.2,0,2.2,雨時々曇,晴時々曇
2020/2/23,11.1,4.2,1.5,0,0,1,0,1,5.7,0,4.2,晴時々雨、あられを伴う,晴
2020/2/24,15.2,1.9,0,1,0,1,0,1,10.4,0,2.6,晴後一時薄曇,薄曇
2020/2/25,11.3,4.6,4.0,0,0,1,0,1,0.8,0,1.9,曇,雨時々曇
2020/2/26,17.1,7.5,2.5,0,0,1,0,1,8.2,0,4.5,晴一時曇,晴
2020/2/27,10.8,3.4,0,1,0,1,0,1,10.9,0,5.8,晴,晴後一時曇
2020/2/28,11.1,2.9,0,1,0,1,0,1,7.1,0,2.8,晴後曇,曇
2020/2/29,10.6,6.2,6.0,0,0,1,0,1,0.0,0,1.9,曇後雨,雨後晴
2020/3/1,17.4,5.2,0,1,0,1,0,1,8.9,0,2.2,薄曇一時晴,曇
2020/3/2,18.8,9.1,0.0,0,0,1,0,1,4.5,0,3.4,曇後晴,快晴
2020/3/3,15.3,7.1,0,1,0,1,0,1,8.6,0,4.1,薄曇,曇一時晴
2020/3/4,12.9,7.4,6.5,0,0,1,0,1,0.0,0,1.7,曇後雨,曇時々雨
2020/3/5,9.6,4.6,1.0,0,0,1,0,1,8.0,0,6.0,晴,晴
2020/3/6,12.8,3.4,0,1,0,1,0,1,11.3,0,5.0,快晴,晴
2020/3/7,16.0,1.9,1.0,0,0,1,0,1,8.0,0,2.6,薄曇時々晴,曇後雨
2020/3/8,9.5,7.2,41.5,0,0,1,0,1,0.1,0,2.6,大雨後一時曇,快晴
2020/3/9,20.9,4.5,0,1,0,1,0,1,10.3,0,2.2,晴後薄曇,曇
2020/3/10,16.5,12.1,42.5,0,0,1,0,1,0.4,0,3.1,大雨,曇後晴
2020/3/11,16.4,7.6,0.0,0,0,1,0,1,7.7,0,5.5,晴,晴
2020/3/12,15.9,5.7,0,1,0,1,0,1,11.3,0,3.0,快晴,晴
2020/3/13,17.2,5.2,0,1,0,1,0,1,8.3,0,2.2,曇時々晴,晴後曇
2020/3/14,10.2,6.7,7.0,0,0,1,0,1,0.2,0,2.6,雨後一時曇,晴
2020/3/15,13.2,4.3,2.0,0,0,1,0,1,7.7,0,3.3,晴後曇,曇時々晴一時雨
2020/3/16,12.2,3.1,2.0,0,0,1,0,1,7.2,0,5.5,晴時々曇一時みぞれ,快晴
2020/3/17,13.7,0.8,0,1,0,1,0,1,11.3,0,2.0,晴一時薄曇,晴後曇一時雨
2020/3/18,18.4,6.8,0.0,0,0,1,0,1,8.5,0,2.6,晴一時曇,快晴
2020/3/19,21.4,6.0,1.0,0,0,1,0,1,8.3,0,2.8,晴後一時曇,曇一時雨後時々晴
2020/3/20,15.6,8.0,0.0,0,0,1,0,1,5.9,0,5.5,晴時々曇,快晴
2020/3/21,19.7,5.1,0,1,0,1,0,1,11.1,0,1.7,快晴,晴時々薄曇
2020/3/22,21.8,8.7,0,1,0,1,0,1,5.5,0,2.8,薄曇,晴一時曇
2020/3/23,18.1,7.1,0.0,0,0,1,0,1,11.5,0,5.5,快晴,快晴
2020/3/24,14.0,5.5,0,1,0,1,0,1,10.2,0,6.2,晴,快晴
2020/3/25,17.4,3.3,0,1,0,1,0,1,11.8,0,2.8,快晴,薄曇後一時晴
2020/3/26,22.4,6.6,0,1,0,1,0,1,10.9,0,1.8,晴一時薄曇,曇後一時雨
2020/3/27,16.3,10.6,10.5,0,0,1,0,1,0.0,0,1.6,雨,雨後時々曇
2020/3/28,18.4,9.4,6.0,0,0,1,0,1,1.8,0,3.8,曇一時雨,雨
2020/3/29,15.2,7.2,26.5,0,0,1,0,1,1.7,0,3.9,雨後曇,曇
2020/3/30,11.1,8.2,1.5,0,0,1,0,1,0.0,0,1.3,雨一時曇,曇時々雨
2020/3/31,13.6,10.1,0.5,0,0,1,0,1,0.1,0,1.6,雨後曇,曇時々雨
2020/4/1,16.8,12.1,22.0,0,0,1,0,1,0.1,0,2.7,曇後雨,雨後晴
2020/4/2,16.3,8.1,0.0,0,0,1,0,1,10.6,0,6.7,晴,快晴
2020/4/3,19.3,5.3,0,1,0,1,0,1,9.7,0,2.3,薄曇,薄曇後一時晴
2020/4/4,22.0,7.8,0,1,0,1,0,1,11.5,0,2.7,晴,晴
2020/4/5,14.6,8.3,0,1,0,1,0,1,10.5,0,6.7,快晴,晴時々曇
2020/4/6,17.1,7.0,0,1,0,1,0,1,12.2,0,5.4,快晴,薄曇時々晴
2020/4/7,19.9,5.5,0,1,0,1,0,1,11.0,0,2.3,薄曇後晴,快晴
2020/4/8,22.1,7.0,0.0,0,0,1,0,1,11.5,0,3.1,晴,晴一時曇
2020/4/9,19.7,8.9,0,1,0,1,0,1,12.1,0,4.4,快晴,晴時々曇
2020/4/10,16.6,7.8,0,1,0,1,0,1,11.6,0,6.4,晴,晴
2020/4/11,18.1,5.6,0,1,0,1,0,1,10.9,0,3.1,晴時々薄曇,薄曇時々晴
2020/4/12,15.2,8.1,7.5,0,0,1,0,1,0.3,0,2.5,曇後雨,雨時々曇
2020/4/13,12.7,9.0,28.5,0,0,1,0,1,0.0,0,3.9,雨、雷を伴う,雨後晴
2020/4/14,17.9,8.6,0,1,0,1,0,1,12.4,0,6.6,快晴,晴
2020/4/15,22.3,5.6,0,1,0,1,0,1,11.0,0,3.0,薄曇時々晴,薄曇
2020/4/16,23.0,9.9,0,1,0,1,0,1,9.8,0,2.8,薄曇後晴,晴後曇
2020/4/17,20.6,11.8,7.0,0,0,1,0,1,3.6,0,2.7,曇後一時雨,雨
2020/4/18,17.3,12.6,23.0,0,0,1,0,1,1.5,0,4.5,雨時々曇一時晴、雷を伴う,曇時々雨
2020/4/19,21.0,12.5,0.0,0,0,1,0,1,7.5,0,5.0,晴後薄曇,曇後雨
2020/4/20,16.6,12.5,22.0,0,0,1,0,1,0.0,0,3.1,雨時々曇,晴
2020/4/21,18.8,10.0,0,1,0,1,0,1,2.8,0,2.3,曇,晴時々曇
2020/4/22,14.8,7.6,0.0,0,0,1,0,1,9.4,0,5.6,晴時々曇,晴後一時薄曇
2020/4/23,17.0,6.2,0.0,0,0,1,0,1,8.6,0,4.1,晴時々曇,晴
2020/4/24,16.7,6.1,1.0,0,0,1,0,1,7.6,0,3.3,晴時々曇後一時雨,晴
2020/4/25,19.7,4.7,0,1,0,1,0,1,12.7,0,2.9,快晴,晴
2020/4/26,22.4,9.9,0.0,0,0,1,0,1,6.6,0,2.7,曇,曇時々晴
2020/4/27,21.3,11.0,0,1,0,1,0,1,12.2,0,4.1,快晴,晴後曇
2020/4/28,20.3,10.1,0,1,0,1,0,1,12.0,0,3.9,晴一時薄曇,快晴
2020/4/29,24.3,8.1,0,1,0,1,0,1,12.6,0,2.0,快晴,快晴
2020/4/30,26.0,11.6,0,1,0,1,0,1,12.6,0,2.9,快晴,晴時々曇
2020/5/1,26.9,15.1,0,1,0,1,0,1,9.2,0,2.4,晴,快晴
2020/5/2,30.8,15.8,0,1,0,1,0,1,12.1,0,2.3,晴後薄曇,薄曇
2020/5/3,23.4,17.8,0.0,0,0,1,0,1,3.8,0,3.8,曇,雨時々曇
2020/5/4,25.1,14.4,4.0,0,0,1,0,1,3.8,0,2.3,曇一時雨,晴後一時薄曇
2020/5/5,29.4,18.6,0,1,0,1,0,1,10.7,0,2.6,薄曇一時晴,曇
2020/5/6,20.1,14.5,11.0,0,0,1,0,1,0.0,0,2.4,曇時々雨、雷を伴う,晴一時曇
2020/5/7,25.0,12.1,0,1,0,1,0,1,13.1,0,4.5,晴,薄曇一時晴
2020/5/8,23.5,13.3,0,1,0,1,0,1,8.9,0,3.1,晴時々薄曇,晴後薄曇
2020/5/9,20.7,15.6,1.5,0,0,1,0,1,0.0,0,2.9,曇後一時雨,雨時々曇
2020/5/10,19.3,16.5,5.5,0,0,1,0,1,0.0,0,2.1,雨後曇,雨時々曇後一時晴
2020/5/11,29.1,17.2,0.0,0,0,1,0,1,13.0,0,4.4,晴,快晴
2020/5/12,28.4,15.0,0,1,0,1,0,1,10.2,0,2.7,薄曇時々晴,晴一時薄曇
2020/5/13,25.8,15.4,0,1,0,1,0,1,11.4,0,4.7,晴,快晴
2020/5/14,28.4,11.8,0,1,0,1,0,1,12.5,0,2.9,晴後薄曇,薄曇時々晴
2020/5/15,24.7,15.6,0.0,0,0,1,0,1,2.5,0,3.0,曇,雨一時曇
2020/5/16,18.8,14.6,57.0,0,0,1,0,1,0.0,0,2.5,大雨,曇時々晴一時雨
2020/5/17,26.9,15.8,0,1,0,1,0,1,12.1,0,3.8,晴時々薄曇,薄曇
2020/5/18,25.5,16.8,8.0,0,0,1,0,1,3.5,0,2.8,曇後一時雨,大雨
2020/5/19,28.1,17.7,31.5,0,0,1,0,1,3.0,0,2.7,曇一時晴,曇後晴
2020/5/20,25.0,15.3,0,1,0,1,0,1,7.0,0,3.2,晴時々曇,曇
2020/5/21,23.0,16.2,0,1,0,1,0,1,3.0,0,2.4,曇後一時晴,曇後時々晴
2020/5/22,25.9,15.7,0,1,0,1,0,1,8.8,0,2.7,晴後薄曇,曇後一時雨
2020/5/23,26.8,17.5,0.0,0,0,1,0,1,6.3,0,2.5,曇時々晴,薄曇
2020/5/24,27.2,18.4,0,1,0,1,0,1,9.1,0,3.4,晴一時曇,晴後一時曇
2020/5/25,27.6,18.2,0,1,0,1,0,1,4.1,0,2.0,薄曇一時晴,曇
2020/5/26,26.0,18.0,8.5,0,0,1,0,1,0.0,0,2.2,曇後雨,雨時々曇
2020/5/27,28.2,18.1,0.0,0,0,1,0,1,8.9,0,3.7,薄曇時々晴,曇
2020/5/28,28.9,16.9,0,1,0,1,0,1,11.6,0,3.2,晴一時曇,晴一時薄曇
2020/5/29,29.4,15.7,0,1,0,1,0,1,13.8,0,2.8,快晴,晴
2020/5/30,28.4,17.7,0,1,0,1,0,1,11.2,0,2.7,晴後薄曇,曇
2020/5/31,21.1,18.7,8.0,0,0,1,0,1,0.0,0,2.4,雨後一時曇,曇一時雨
2020/6/1,25.6,18.3,0.0,0,0,1,0,1,2.0,0,2.3,曇,曇後時々雨後一時晴
2020/6/2,30.5,20.0,0.5,0,0,1,0,1,9.5,0,2.3,晴時々薄曇,薄曇
2020/6/3,29.4,20.3,0,1,0,1,0,1,6.1,0,1.9,薄曇,薄曇
2020/6/4,30.2,20.3,0,1,0,1,0,1,7.4,0,2.7,薄曇後一時晴,晴後薄曇
2020/6/5,33.2,20.9,0,1,0,1,0,1,10.7,0,2.6,薄曇一時晴,薄曇
2020/6/6,30.0,23.1,0,1,0,1,0,1,3.6,0,2.5,曇,曇後一時晴
2020/6/7,31.8,20.5,0,1,0,1,0,1,12.9,0,3.8,晴,晴
2020/6/8,31.6,20.3,0,1,0,1,0,1,12.3,0,2.8,晴,晴時々薄曇
2020/6/9,30.2,21.9,0,1,0,1,0,1,9.2,0,3.1,薄曇,曇時々晴
2020/6/10,27.7,21.5,5.0,0,0,1,0,1,2.0,0,3.5,曇時々雨,曇時々雨
2020/6/11,27.0,22.2,27.5,0,0,1,0,1,0.1,0,4.1,雨一時曇,雨後曇
2020/6/12,29.0,22.8,2.0,0,0,1,0,1,0.0,0,1.8,曇時々雨,曇一時雨
2020/6/13,24.5,21.4,22.5,0,0,1,0,1,0.0,0,1.9,雨一時曇,雨時々曇
2020/6/14,28.2,21.6,10.0,0,0,1,0,1,0.0,0,2.2,雨時々曇,曇時々雨
2020/6/15,32.3,23.7,0.0,0,0,1,0,1,6.9,0,3.2,曇後一時晴,晴後時々曇
2020/6/16,31.3,21.4,0,1,0,1,0,1,8.9,0,3.8,薄曇後晴,晴
2020/6/17,30.2,18.9,0,1,0,1,0,1,11.8,0,3.5,晴後薄曇,薄曇
2020/6/18,24.1,18.3,21.5,0,0,1,0,1,0.0,0,1.9,曇後雨,大雨
2020/6/19,21.7,18.0,41.0,0,0,1,0,1,0.1,0,2.4,雨後時々曇,晴
2020/6/20,29.1,18.2,0,1,0,1,0,1,11.2,0,3.1,薄曇,晴時々曇
2020/6/21,29.4,19.0,0,1,0,1,0,1,6.9,0,2.6,曇時々晴,曇
2020/6/22,29.7,22.0,0.0,0,0,1,0,1,2.6,0,2.5,曇時々雨,曇
2020/6/23,32.4,22.6,0.0,0,0,1,0,1,9.8,0,3.1,晴時々曇,曇
2020/6/24,30.7,22.8,1.5,0,0,1,0,1,8.1,0,3.6,晴時々曇,雨一時曇
2020/6/25,27.6,22.3,11.5,0,0,1,0,1,0.1,0,2.1,曇時々雨,曇後一時晴
