ダウンロードした時刻：2024/11/27 12:12:43

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2019/9/22,28.5,22.8,4.5,0,0,1,0,1,2.6,0,4.2,曇後一時雨,曇後時々雨
2019/9/23,30.9,22.8,2.0,0,0,1,0,1,2.8,0,4.3,曇一時雨,曇後時々晴
2019/9/24,25.8,21.1,0.0,0,0,1,0,1,0.6,0,2.1,曇後一時雨,曇後晴
2019/9/25,29.0,19.2,0,1,0,1,0,1,10.9,0,2.7,晴,晴
2019/9/26,31.0,19.6,0,1,0,1,0,1,10.0,0,2.5,晴,晴
2019/9/27,29.1,23.9,0,1,0,1,0,1,1.6,0,2.5,曇,曇
2019/9/28,29.5,23.4,0.0,0,0,1,0,1,2.8,0,1.8,曇,曇後時々晴
2019/9/29,31.7,23.7,0,1,0,1,0,1,7.2,0,2.0,曇一時晴,曇
2019/9/30,32.3,24.5,0,1,0,1,0,1,4.3,0,2.0,曇一時晴,晴
2019/10/1,33.1,23.7,0.0,0,0,1,0,1,9.6,0,2.3,晴後一時曇,曇後一時雨
2019/10/2,29.6,23.7,0.0,0,0,1,0,1,1.0,0,2.0,曇一時雨,曇
2019/10/3,30.9,21.9,8.5,0,0,1,0,1,1.4,0,2.0,曇一時晴後雨,曇時々雨一時晴、雷を伴う
2019/10/4,29.7,22.1,6.0,0,0,1,0,1,9.0,0,3.6,晴,曇時々晴
2019/10/5,27.9,20.7,0,1,0,1,0,1,7.2,0,2.2,曇後晴,晴
2019/10/6,26.8,19.0,0.0,0,0,1,0,1,4.2,0,3.1,曇時々晴,晴一時薄曇
2019/10/7,28.7,17.2,0.0,0,0,1,0,1,9.7,0,2.3,晴後一時曇,曇
2019/10/8,26.6,19.5,0.5,0,0,1,0,1,0.5,0,2.0,曇一時雨,曇後晴
2019/10/9,25.0,16.4,0,1,0,1,0,1,11.2,0,3.0,快晴,快晴
2019/10/10,29.9,15.8,0.5,0,0,1,0,1,9.1,0,3.3,晴後一時曇,曇一時雨
2019/10/11,28.0,21.7,0.5,0,0,1,0,1,0.1,0,4.4,曇,雨時々曇
2019/10/12,23.1,19.7,79.5,0,0,1,0,1,0.0,0,4.8,大雨,雨時々曇一時晴
2019/10/13,22.3,17.3,0.0,0,0,1,0,1,4.0,0,3.8,晴時々曇,晴後曇
2019/10/14,20.6,17.5,0.0,0,0,1,0,1,0.0,0,1.9,曇一時雨,晴時々曇
2019/10/15,23.1,14.6,0.0,0,0,1,0,1,5.2,0,3.0,晴一時曇,晴一時薄曇
2019/10/16,22.4,12.8,0,1,0,1,0,1,10.6,0,2.4,快晴,晴
2019/10/17,23.7,14.3,0.0,0,0,1,0,1,2.4,0,3.4,曇,曇一時雨
2019/10/18,24.0,18.4,18.5,0,0,1,0,1,1.3,0,4.8,曇時々雨,雨後時々曇
2019/10/19,25.0,18.4,2.5,0,0,1,0,1,1.0,0,2.7,曇,曇
2019/10/20,24.9,17.5,0,1,0,1,0,1,4.7,0,3.0,曇,薄曇
2019/10/21,21.5,16.5,12.0,0,0,1,0,1,0.0,0,4.0,曇後時々雨,雨後一時曇
2019/10/22,24.5,16.5,5.0,0,0,1,0,1,4.0,0,1.9,曇時々晴,晴
2019/10/23,25.2,16.5,0,1,0,1,0,1,7.3,0,1.9,曇,曇
2019/10/24,21.1,16.2,38.0,0,0,1,0,1,0.0,0,3.9,雨時々曇,大雨後一時曇
2019/10/25,19.7,15.7,29.0,0,0,1,0,1,0.3,0,2.8,雨時々曇,晴後時々曇
2019/10/26,22.8,16.9,0.0,0,0,1,0,1,2.9,0,1.3,曇後晴,曇一時晴
2019/10/27,22.9,16.1,0.0,0,0,1,0,1,5.2,0,2.1,曇時々晴,曇
2019/10/28,23.6,14.1,0,1,0,1,0,1,9.4,0,1.3,晴時々薄曇,曇時々晴後雨
2019/10/29,17.6,14.4,13.5,0,0,1,0,1,0.0,0,1.3,雨後曇,晴時々曇
2019/10/30,22.3,14.2,0.0,0,0,1,0,1,6.2,0,1.4,晴後一時薄曇、霧を伴う,晴後一時薄曇
2019/10/31,22.3,13.9,0,1,0,1,0,1,8.3,0,1.7,薄曇後晴,快晴
2019/11/1,23.0,13.0,0,1,0,1,0,1,9.1,0,1.8,晴,快晴
2019/11/2,21.1,12.4,0,1,0,1,0,1,9.9,0,1.6,晴,薄曇後時々晴
2019/11/3,20.9,12.2,0.0,0,0,1,0,1,4.7,0,1.4,曇一時晴,曇後晴
2019/11/4,19.2,13.1,0,1,0,1,0,1,8.0,0,2.5,晴,晴後一時曇
2019/11/5,19.7,10.8,0,1,0,1,0,1,10.2,0,1.7,快晴,快晴
2019/11/6,20.5,9.4,0,1,0,1,0,1,10.3,0,1.4,快晴,晴
2019/11/7,21.0,9.7,0,1,0,1,0,1,7.9,0,1.6,薄曇時々晴,曇時々晴
2019/11/8,19.4,11.3,0.0,0,0,1,0,1,8.0,0,3.1,晴,快晴
2019/11/9,20.2,9.0,0,1,0,1,0,1,10.0,0,1.5,晴,晴一時曇
2019/11/10,19.5,11.9,0,1,0,1,0,1,8.3,0,1.8,晴後薄曇,曇後晴
2019/11/11,20.8,11.6,0.0,0,0,1,0,1,4.3,0,2.4,曇後晴,晴時々曇
2019/11/12,21.4,13.3,0,1,0,1,0,1,8.6,0,2.5,晴,曇後晴
2019/11/13,22.2,10.6,0.0,0,0,1,0,1,9.0,0,1.5,晴後曇,曇時々雨
2019/11/14,18.7,9.0,0.0,0,0,1,0,1,1.7,0,3.1,曇時々晴,快晴
2019/11/15,15.7,7.4,0,1,0,1,0,1,9.9,0,1.4,快晴,快晴
2019/11/16,17.7,7.4,0,1,0,1,0,1,9.4,0,1.6,快晴,晴
2019/11/17,19.5,10.3,0,1,0,1,0,1,6.7,0,1.6,晴後薄曇,曇後晴
2019/11/18,24.5,11.7,2.0,0,0,1,0,1,5.9,0,2.5,曇時々晴後時々雨,雨後曇
2019/11/19,18.4,9.8,0.0,0,0,1,0,1,6.8,0,2.8,晴,晴後一時曇
2019/11/20,14.3,8.5,0.0,0,0,1,0,1,5.8,0,2.4,晴,晴後一時曇
2019/11/21,15.7,7.8,0,1,0,1,0,1,8.6,0,2.2,晴,晴
2019/11/22,15.5,8.9,0.0,0,0,1,0,1,0.2,0,2.4,曇後一時雨,曇後一時晴
2019/11/23,22.4,12.2,0,1,0,1,0,1,8.8,0,1.6,晴一時曇,晴
2019/11/24,19.1,12.5,0,1,0,1,0,1,1.8,0,1.3,曇後一時晴,曇一時晴
2019/11/25,18.6,12.6,0.0,0,0,1,0,1,0.5,0,2.8,曇,曇
2019/11/26,15.5,11.1,0.0,0,0,1,0,1,1.6,0,3.0,曇,曇
2019/11/27,16.9,11.1,0.0,0,0,1,0,1,0.4,0,1.9,曇,雨時々曇
2019/11/28,12.7,6.2,0.0,0,0,1,0,1,0.2,0,3.2,曇時々雨後時々晴,晴
2019/11/29,12.5,4.5,0,1,0,1,0,1,9.0,0,1.5,晴,晴
2019/11/30,12.2,5.4,0,1,0,1,0,1,8.2,0,1.9,晴,快晴
2019/12/1,17.1,4.4,0,1,0,1,0,1,8.9,0,1.5,晴後一時薄曇,曇後時々雨
2019/12/2,17.1,10.8,7.0,0,0,1,0,1,0.3,0,2.5,雨後曇時々晴,晴時々曇
2019/12/3,12.9,7.7,0.0,0,0,1,0,1,4.8,0,2.5,晴後時々曇,晴後一時曇
2019/12/4,14.5,5.1,0.0,0,0,1,0,1,7.3,0,2.3,晴後時々曇,晴
2019/12/5,13.3,5.8,0.0,0,0,1,0,1,5.7,0,2.2,晴後曇,曇
2019/12/6,10.1,5.8,0,1,0,1,0,1,2.5,0,2.8,曇,曇
2019/12/7,9.7,5.4,0,1,0,1,0,1,0.0,0,1.4,曇,晴時々曇
2019/12/8,13.0,4.4,0.0,0,0,1,0,1,3.8,0,1.3,晴後曇,晴
2019/12/9,14.3,4.0,0,1,0,1,0,1,9.5,0,1.5,快晴,快晴
2019/12/10,15.0,5.4,0,1,0,1,0,1,7.9,0,1.1,晴一時薄曇,曇後晴
2019/12/11,13.8,6.5,0,1,0,1,0,1,2.2,0,1.2,曇,晴後一時曇
2019/12/12,14.7,6.7,0,1,0,1,0,1,3.6,0,2.2,晴時々曇,快晴
2019/12/13,12.2,4.5,0,1,0,1,0,1,9.3,0,1.1,晴時々薄曇,曇後晴
2019/12/14,14.5,4.7,0.0,0,0,1,0,1,4.9,0,2.1,晴一時曇,晴後曇
2019/12/15,12.4,6.2,0,1,0,1,0,1,6.4,0,2.8,晴一時曇,晴後時々薄曇
2019/12/16,14.7,4.2,0,1,0,1,0,1,9.3,0,1.6,晴,曇
2019/12/17,13.7,9.7,4.0,0,0,1,0,1,0.6,0,1.1,雨時々曇,曇時々雨
2019/12/18,14.9,9.2,4.0,0,0,1,0,1,0.0,0,2.2,曇時々雨,快晴
2019/12/19,11.3,6.2,0,1,0,1,0,1,1.4,0,1.1,曇一時晴,曇後時々晴
2019/12/20,13.9,7.4,0,1,0,1,0,1,,0,2.2,晴後時々曇,曇後時々晴
2019/12/21,11.4,6.1,0,1,0,1,0,1,1.8,0,1.2,曇,曇
2019/12/22,9.6,4.5,13.0,0,0,1,0,1,0.0,0,1.9,曇後雨,雨後曇時々晴
2019/12/23,13.7,4.6,0.0,0,0,1,0,1,8.8,0,1.6,晴,晴
2019/12/24,13.6,6.8,0,1,0,1,0,1,5.7,0,2.1,曇時々晴,晴後時々曇
2019/12/25,15.0,4.5,0,1,0,1,0,1,8.4,0,1.6,晴後時々薄曇,曇後雨
2019/12/26,11.6,8.3,9.5,0,0,1,0,1,0.0,0,1.7,雨時々曇,雨後曇
2019/12/27,11.6,5.5,5.0,0,0,1,0,1,6.9,0,3.2,晴一時雨,晴後一時曇
2019/12/28,11.5,4.0,0,1,0,1,0,1,4.8,0,1.5,晴後時々曇,晴一時曇
2019/12/29,12.0,3.7,0.0,0,0,1,0,1,5.5,0,1.4,晴後曇,曇後雨
2019/12/30,11.2,7.8,15.0,0,0,1,0,1,0.0,0,2.6,雨後曇,曇
2019/12/31,15.0,4.8,0.0,0,0,1,0,1,4.6,0,2.9,晴時々曇,曇後晴
2020/1/1,10.7,3.7,0,1,0,1,0,1,6.0,0,2.0,晴後一時曇,晴
2020/1/2,11.8,3.0,0,1,0,1,0,1,9.3,0,1.8,晴,晴一時曇
2020/1/3,13.5,6.6,0,1,0,1,0,1,5.9,0,2.1,晴一時曇,晴
2020/1/4,12.5,6.4,0.0,0,0,1,0,1,7.2,0,2.3,晴時々曇,晴
2020/1/5,10.3,5.3,0.0,0,0,1,0,1,4.0,0,2.3,晴時々曇一時みぞれ、あられを伴う,晴
2020/1/6,11.0,2.7,0,1,0,1,0,1,6.1,0,1.3,晴後曇,曇時々晴
2020/1/7,8.7,5.4,2.0,0,0,1,0,1,0.0,0,2.4,雨時々曇,曇後一時雨
2020/1/8,16.5,8.5,17.0,0,0,1,0,1,3.4,0,3.7,晴一時雨後時々曇,晴後曇
2020/1/9,13.4,8.8,0.0,0,0,1,0,1,5.5,0,2.5,晴一時曇,薄曇時々晴
2020/1/10,13.2,6.1,0.0,0,0,1,0,1,6.3,0,2.5,晴後一時曇,晴後薄曇
2020/1/11,12.3,4.2,0,1,0,1,0,1,7.9,0,1.4,薄曇後晴,晴後曇
2020/1/12,10.7,5.8,0.0,0,0,1,0,1,0.0,0,1.6,曇,曇後晴
2020/1/13,11.6,7.1,0,1,0,1,0,1,8.6,0,3.5,晴,晴
2020/1/14,11.0,4.0,1.0,0,0,1,0,1,4.0,0,1.7,晴後曇時々雨,雨時々曇一時晴
2020/1/15,9.2,5.7,1.0,0,0,1,0,1,3.4,0,2.3,曇一時晴後時々雨,晴一時曇
2020/1/16,10.0,3.2,0,1,0,1,0,1,3.5,0,1.1,曇一時晴,曇
2020/1/17,9.8,4.9,0.0,0,0,1,0,1,0.0,0,1.5,曇,曇時々雨
2020/1/18,12.0,5.1,0.5,0,0,1,0,1,5.9,0,2.2,晴一時曇,快晴
2020/1/19,10.9,3.2,0.0,0,0,1,0,1,5.7,0,1.6,晴後曇,晴一時曇
2020/1/20,12.7,7.7,0,1,0,1,0,1,3.2,0,2.7,晴時々曇,晴時々曇
2020/1/21,11.3,4.9,0.0,0,0,1,0,1,6.4,0,2.5,晴後一時曇,晴時々薄曇
2020/1/22,11.0,2.5,1.5,0,0,1,0,1,2.8,0,1.5,曇一時晴,雨
2020/1/23,11.7,6.7,27.0,0,0,1,0,1,0.0,0,2.5,曇時々雨,曇後一時晴
2020/1/24,14.5,8.5,0.0,0,0,1,0,1,0.2,0,2.2,曇,曇後一時晴
2020/1/25,10.8,6.3,0,1,0,1,0,1,1.8,0,3.0,曇時々晴,曇後雨
2020/1/26,12.5,5.8,1.5,0,0,1,0,1,2.4,0,1.6,曇,曇
2020/1/27,10.3,7.0,5.0,0,0,1,0,1,0.0,0,5.4,雨,曇時々晴一時雨
2020/1/28,19.1,9.1,0.0,0,0,1,0,1,5.5,0,4.4,晴後曇,曇後雨
2020/1/29,14.8,9.1,4.5,0,0,1,0,1,1.6,0,1.9,曇後一時晴,晴
2020/1/30,12.7,7.0,0.0,0,0,1,0,1,6.6,0,2.4,晴後一時曇,晴後一時曇
2020/1/31,8.8,5.3,0.0,0,0,1,0,1,3.0,0,3.1,曇一時雨後晴、あられを伴う,曇時々晴
2020/2/1,10.5,4.6,0,1,0,1,0,1,1.8,0,2.4,曇後晴,晴後時々曇
2020/2/2,11.9,3.2,0,1,0,1,0,1,8.2,0,1.3,晴一時曇,晴一時薄曇
2020/2/3,12.7,3.9,0,1,0,1,0,1,5.8,0,2.1,薄曇,晴一時薄曇
2020/2/4,11.4,4.2,0,1,0,1,0,1,10.1,0,1.6,晴,晴
2020/2/5,12.2,3.0,0.0,0,0,1,0,1,7.0,0,2.9,晴後時々曇,晴一時曇
2020/2/6,6.9,0.7,0,1,0,1,0,1,6.8,0,3.3,晴,晴後時々薄曇
2020/2/7,6.9,-0.1,0,1,0,1,0,1,0.8,0,1.1,曇,薄曇後時々晴
2020/2/8,11.0,2.9,0.0,0,0,1,0,1,3.4,0,1.8,晴時々曇,曇後晴
2020/2/9,7.4,1.9,0.0,0,0,1,0,1,6.8,0,2.9,晴一時曇,晴
2020/2/10,10.1,0.2,0.0,0,0,1,0,1,2.3,0,2.1,曇時々晴後一時雨,晴
2020/2/11,12.3,4.0,0,1,0,1,0,1,9.9,0,1.9,晴,曇
2020/2/12,14.6,3.9,2.0,0,0,1,0,1,4.2,0,1.8,晴後曇時々雨,雨時々曇
2020/2/13,18.3,9.5,5.0,0,0,1,0,1,6.9,0,2.3,晴一時雨,晴後時々薄曇
2020/2/14,14.0,9.5,2.5,0,0,1,0,1,0.3,0,1.3,曇後時々雨,晴後時々薄曇、霧を伴う
2020/2/15,13.4,7.4,0.0,0,0,1,0,1,0.0,0,1.4,曇,曇後雨
2020/2/16,15.2,9.8,17.0,0,0,1,0,1,0.0,0,3.0,雨,雨後曇一時晴
2020/2/17,11.1,4.1,0.0,0,0,1,0,1,6.7,0,5.1,晴一時曇,晴後一時曇
2020/2/18,9.4,3.1,0.0,0,0,1,0,1,4.4,0,3.2,晴後時々曇一時雨,晴後曇
2020/2/19,11.5,4.9,0,1,0,1,0,1,8.9,0,1.5,晴時々薄曇,晴後薄曇
2020/2/20,13.4,4.0,0,1,0,1,0,1,7.6,0,1.5,薄曇時々晴,快晴
2020/2/21,15.2,4.7,0,1,0,1,0,1,10.4,0,1.4,晴,晴後時々曇
2020/2/22,12.4,6.5,16.0,0,0,1,0,1,0.1,0,1.9,曇時々雨,晴一時曇
2020/2/23,12.0,5.9,0.0,0,0,1,0,1,4.1,0,2.7,晴時々曇,快晴
2020/2/24,13.5,2.8,0,1,0,1,0,1,10.5,0,1.5,晴,薄曇一時晴
2020/2/25,14.6,6.4,3.5,0,0,1,0,1,0.3,0,2.1,曇,雨時々曇
2020/2/26,13.5,7.8,8.0,0,0,1,0,1,1.0,0,2.5,曇,晴
2020/2/27,10.0,4.6,0.0,0,0,1,0,1,6.0,0,3.1,晴一時雨,曇時々晴
2020/2/28,10.0,4.9,0.0,0,0,1,0,1,4.3,0,1.7,晴後曇,曇一時雨
2020/2/29,9.3,6.9,10.0,0,0,1,0,1,0.0,0,2.3,雨時々曇,雨後曇一時晴
2020/3/1,14.7,6.6,0.0,0,0,1,0,1,4.6,0,1.8,曇一時晴,曇一時雨
2020/3/2,15.8,8.9,0.0,0,0,1,0,1,8.9,0,2.9,晴,晴一時曇
2020/3/3,15.1,8.0,0.0,0,0,1,0,1,8.3,0,2.6,晴一時曇,晴後曇
2020/3/4,9.8,7.8,14.5,0,0,1,0,1,0.0,0,1.9,雨一時曇,曇時々雨一時晴
2020/3/5,10.5,5.3,0.5,0,0,1,0,1,6.0,0,3.2,晴時々曇一時雨,晴
2020/3/6,13.2,5.0,0,1,0,1,0,1,10.2,0,2.4,晴,晴後薄曇
2020/3/7,16.2,3.6,0.0,0,0,1,0,1,6.6,0,2.0,曇一時晴,雨時々曇
2020/3/8,13.3,8.6,8.5,0,0,1,0,1,2.0,0,3.3,雨後曇一時晴,快晴
2020/3/9,18.9,6.4,0,1,0,1,0,1,8.7,0,1.1,晴後薄曇,曇後時々雨
2020/3/10,16.9,12.8,18.0,0,0,1,0,1,0.0,0,2.3,雨後時々曇,曇後時々晴
2020/3/11,16.2,8.6,0.0,0,0,1,0,1,4.8,0,3.5,晴時々曇,晴
2020/3/12,15.0,7.1,0,1,0,1,0,1,11.3,0,1.9,晴,晴一時薄曇
2020/3/13,16.6,6.1,0,1,0,1,0,1,9.2,0,1.8,薄曇後時々晴,曇時々晴一時雨
2020/3/14,11.1,7.0,13.0,0,0,1,0,1,0.3,0,1.7,雨後時々曇,曇一時雨
2020/3/15,11.9,5.7,1.0,0,0,1,0,1,9.0,0,3.0,晴後一時曇,晴後雨時々曇
2020/3/16,10.5,4.2,2.0,0,0,1,0,1,5.6,0,3.2,晴時々雨一時曇、あられを伴う,快晴
2020/3/17,13.8,2.1,0,1,0,1,0,1,11.1,0,1.9,晴一時薄曇,晴後時々曇
2020/3/18,18.1,9.6,0.0,0,0,1,0,1,9.0,0,1.8,晴時々曇,晴一時薄曇
2020/3/19,22.0,8.5,0.0,0,0,1,0,1,9.9,0,2.1,晴後時々曇,晴時々曇
2020/3/20,16.9,10.1,0.0,0,0,1,0,1,10.4,0,3.7,晴,快晴
2020/3/21,18.4,7.7,0,1,0,1,0,1,10.9,0,1.9,晴,晴後薄曇
2020/3/22,19.9,10.4,0.0,0,0,1,0,1,2.0,0,2.2,曇,曇後晴
2020/3/23,17.0,9.3,0,1,0,1,0,1,10.0,0,3.0,晴,快晴
2020/3/24,14.2,7.7,0,1,0,1,0,1,9.5,0,3.3,晴,快晴
2020/3/25,16.3,5.9,0,1,0,1,0,1,11.7,0,1.4,快晴,晴後薄曇
2020/3/26,20.7,7.5,0,1,0,1,0,1,8.8,0,1.6,薄曇,曇後雨
2020/3/27,18.2,13.3,17.5,0,0,1,0,1,0.0,0,1.2,雨,雨時々曇
2020/3/28,17.8,8.5,14.0,0,0,1,0,1,0.0,0,3.6,曇一時雨,雨
2020/3/29,12.4,6.8,12.0,0,0,1,0,1,1.5,0,3.4,曇一時雨,晴後曇
2020/3/30,12.8,8.1,0.0,0,0,1,0,1,0.0,0,1.8,曇後雨,曇一時雨
2020/3/31,19.4,10.9,0.0,0,0,1,0,1,1.3,0,3.7,曇一時雨,曇時々雨
2020/4/1,16.6,11.1,31.5,0,0,1,0,1,0.0,0,3.8,雨,曇一時雨
2020/4/2,15.1,9.3,0.0,0,0,1,0,1,5.3,0,3.1,晴時々曇,晴
2020/4/3,17.7,6.2,0,1,0,1,0,1,7.3,0,1.4,薄曇,薄曇後時々晴
2020/4/4,20.8,9.8,0.0,0,0,1,0,1,11.3,0,2.8,快晴,晴後曇
2020/4/5,14.1,7.8,0.0,0,0,1,0,1,8.3,0,3.7,晴,晴一時曇
2020/4/6,15.6,8.1,0,1,0,1,0,1,11.6,0,2.3,晴,晴時々薄曇
2020/4/7,18.4,6.6,0,1,0,1,0,1,11.3,0,2.1,薄曇後晴,快晴
2020/4/8,20.4,8.8,0,1,0,1,0,1,11.2,0,2.6,快晴,晴
2020/4/9,17.9,9.2,0,1,0,1,0,1,12.0,0,2.7,快晴,曇時々晴
2020/4/10,16.0,8.1,0,1,0,1,0,1,9.3,0,3.4,晴一時薄曇,晴
2020/4/11,15.5,6.4,0,1,0,1,0,1,7.8,0,1.8,薄曇,曇後一時雨
2020/4/12,11.3,7.8,21.5,0,0,1,0,1,0.0,0,4.0,雨,雨一時曇
2020/4/13,11.3,9.0,14.0,0,0,1,0,1,0.0,0,3.8,雨,曇後一時晴
2020/4/14,17.8,8.9,0.0,0,0,1,0,1,11.1,0,3.4,晴,晴後薄曇
2020/4/15,19.8,7.3,0,1,0,1,0,1,8.4,0,1.8,薄曇,薄曇後一時晴
2020/4/16,21.2,10.2,0,1,0,1,0,1,10.5,0,2.6,薄曇後晴,晴
2020/4/17,23.0,9.5,0.0,0,0,1,0,1,7.3,0,2.4,曇,曇後雨
2020/4/18,18.0,13.6,25.5,0,0,1,0,1,2.6,0,3.3,曇時々雨後時々晴,曇
2020/4/19,18.1,13.2,0.5,0,0,1,0,1,1.6,0,2.4,曇,雨一時曇
2020/4/20,19.9,12.3,23.5,0,0,1,0,1,4.0,0,2.8,曇時々雨後時々晴,晴時々薄曇
2020/4/21,18.7,14.7,0,1,0,1,0,1,4.7,0,3.1,曇後一時晴,晴後曇
2020/4/22,14.8,10.1,0.0,0,0,1,0,1,1.2,0,3.5,曇,晴時々曇
2020/4/23,15.5,8.6,0.0,0,0,1,0,1,7.2,0,3.4,晴後時々曇,晴一時曇
2020/4/24,16.5,8.2,0.0,0,0,1,0,1,10.1,0,2.8,晴時々曇,快晴
2020/4/25,20.1,6.9,0,1,0,1,0,1,12.7,0,2.9,快晴,晴後時々薄曇
2020/4/26,22.2,13.0,0.0,0,0,1,0,1,7.9,0,3.1,曇,曇後一時晴
2020/4/27,20.8,12.7,0,1,0,1,0,1,7.8,0,2.5,晴一時薄曇,晴
2020/4/28,20.0,11.3,0.0,0,0,1,0,1,10.0,0,2.2,晴,快晴
2020/4/29,22.3,9.6,0,1,0,1,0,1,12.6,0,2.1,快晴,快晴
2020/4/30,24.1,12.4,0,1,0,1,0,1,12.7,0,2.0,快晴,快晴
2020/5/1,25.7,15.4,0,1,0,1,0,1,11.8,0,2.4,快晴,快晴
2020/5/2,27.8,16.6,0,1,0,1,0,1,11.3,0,1.9,晴後薄曇,薄曇
2020/5/3,23.8,17.2,0.0,0,0,1,0,1,1.2,0,1.6,曇後時々雨,曇時々雨
2020/5/4,26.2,17.1,1.0,0,0,1,0,1,6.9,0,2.8,曇時々雨後晴,曇一時晴
2020/5/5,28.6,19.5,0.0,0,0,1,0,1,9.6,0,2.4,薄曇,曇後時々晴
2020/5/6,24.8,15.3,0.0,0,0,1,0,1,1.2,0,3.1,曇後一時雨,晴一時曇
2020/5/7,24.1,13.5,0,1,0,1,0,1,13.1,0,3.9,晴,晴一時薄曇
2020/5/8,23.2,12.5,0,1,0,1,0,1,10.2,0,2.8,晴後時々曇,晴後曇
2020/5/9,22.9,15.6,1.5,0,0,1,0,1,1.5,0,1.7,曇後時々雨,曇一時雨
2020/5/10,26.2,17.3,4.0,0,0,1,0,1,0.4,0,2.5,曇,雨後曇
2020/5/11,26.4,18.5,0.0,0,0,1,0,1,10.6,0,2.4,晴,快晴
2020/5/12,26.5,17.2,0,1,0,1,0,1,9.6,0,2.4,曇時々晴,晴
2020/5/13,24.5,16.0,0,1,0,1,0,1,11.5,0,3.4,晴,快晴
2020/5/14,26.9,13.9,0,1,0,1,0,1,12.5,0,1.9,晴後一時薄曇,薄曇一時晴
2020/5/15,24.6,16.3,0.5,0,0,1,0,1,1.5,0,1.6,曇,雨
2020/5/16,19.5,15.9,20.5,0,0,1,0,1,0.0,0,2.5,雨一時曇,曇一時雨
2020/5/17,26.6,16.7,0,1,0,1,0,1,3.4,0,1.7,晴時々曇,薄曇
2020/5/18,26.7,17.7,36.5,0,0,1,0,1,3.8,0,2.1,曇後時々雨,大雨
2020/5/19,26.9,17.7,17.5,0,0,1,0,1,4.0,0,2.9,曇時々晴一時雨,曇後晴
2020/5/20,23.6,17.5,0,1,0,1,0,1,10.4,0,3.8,晴,晴時々曇
2020/5/21,23.1,15.3,0,1,0,1,0,1,12.8,0,2.9,晴後薄曇,晴一時薄曇
2020/5/22,25.7,14.8,0.0,0,0,1,0,1,3.5,0,2.6,曇時々晴,曇後晴
2020/5/23,28.5,18.8,0,1,0,1,0,1,12.2,0,2.2,晴後薄曇,曇
2020/5/24,28.1,20.1,0.0,0,0,1,0,1,7.7,0,2.4,晴後一時曇,曇
2020/5/25,27.1,20.8,0,1,0,1,0,1,5.7,0,2.2,薄曇,曇
2020/5/26,25.5,18.2,6.0,0,0,1,0,1,0.2,0,1.6,曇後雨,雨一時曇
2020/5/27,25.8,17.6,5.0,0,0,1,0,1,7.9,0,2.7,曇一時晴,曇一時晴
2020/5/28,27.3,16.5,0,1,0,1,0,1,12.0,0,2.5,晴,晴
2020/5/29,28.5,16.8,0,1,0,1,0,1,13.6,0,2.3,晴,晴後時々薄曇
2020/5/30,29.7,17.5,0.0,0,0,1,0,1,11.2,0,2.7,薄曇,曇後時々雨
2020/5/31,23.1,18.4,4.5,0,0,1,0,1,0.0,0,2.3,雨後曇,晴時々曇
2020/6/1,27.6,18.4,0.0,0,0,1,0,1,6.8,0,2.2,曇,曇
2020/6/2,28.9,21.6,0.0,0,0,1,0,1,11.4,0,2.7,晴,晴
2020/6/3,28.0,21.3,0,1,0,1,0,1,4.0,0,1.6,曇,曇
2020/6/4,31.1,20.6,0,1,0,1,0,1,9.1,0,1.8,薄曇,曇一時晴
2020/6/5,30.5,21.8,0,1,0,1,0,1,9.2,0,2.2,薄曇一時晴,曇
2020/6/6,28.1,21.7,0.0,0,0,1,0,1,0.9,0,2.6,曇,薄曇後時々晴
2020/6/7,31.0,19.7,0,1,0,1,0,1,13.6,0,3.8,快晴,快晴
2020/6/8,31.9,18.0,0,1,0,1,0,1,13.7,0,2.7,晴,薄曇一時晴
2020/6/9,29.3,21.6,0,1,0,1,0,1,10.6,0,2.1,薄曇,晴時々曇
2020/6/10,30.3,22.4,1.5,0,0,1,0,1,3.2,0,2.2,曇後一時雨,曇一時雨
2020/6/11,26.9,23.7,14.5,0,0,1,0,1,0.0,0,2.6,雨,雨一時曇
2020/6/12,29.0,23.0,5.5,0,0,1,0,1,1.2,0,2.2,雨後曇,曇後一時雨
2020/6/13,28.0,23.6,24.0,0,0,1,0,1,0.1,0,2.0,雨時々曇,雨一時曇
2020/6/14,30.7,23.5,10.5,0,0,1,0,1,1.7,0,2.4,曇時々雨,曇一時雨
2020/6/15,30.4,24.0,0,1,0,1,0,1,8.7,0,3.1,薄曇時々晴,晴後時々薄曇
2020/6/16,30.0,21.9,0.0,0,0,1,0,1,7.9,0,3.2,晴時々曇,晴後時々薄曇
2020/6/17,30.9,19.6,0,1,0,1,0,1,10.5,0,2.3,晴後薄曇,曇
2020/6/18,24.4,17.8,45.5,0,0,1,0,1,0.0,0,2.3,雨,大雨
2020/6/19,22.0,17.9,47.0,0,0,1,0,1,0.1,0,2.5,雨時々曇,曇一時晴
2020/6/20,26.7,19.3,0.0,0,0,1,0,1,6.6,0,2.5,曇後一時晴,晴
2020/6/21,29.1,18.1,0,1,0,1,0,1,6.6,0,3.0,曇時々晴,曇一時晴
2020/6/22,28.9,22.6,0,1,0,1,0,1,3.0,0,3.3,曇後一時晴,晴
