"ìùåvñºÅF","â∆åví≤ç∏ â∆åvé˚éxï“ ëçê¢ë—"
"ï\î‘çÜÅF","001"
"ï\ëËÅF","[ópìrï™óﬁ] ópìrï™óﬁÅiëçêîÅj ëSçë"
"é¿é{îNåéÅF","-","-"
"ésãÊí¨ë∫éûì_ÅiîNåéì˙ÅjÅF","-"

"***","í≤ç∏ñîÇÕèWåvÇµÇƒÇ¢Ç»Ç¢Ç‡ÇÃ"
"-","äYìñêîéöÇ™Ç»Ç¢Ç‡ÇÃ"
"X","êîílÇ™îÈìΩÇ≥ÇÍÇƒÇ¢ÇÈÇ‡ÇÃ"

"","","","","","","","","","","","","/ópìrï™óﬁ ÉRÅ[Éh","001","002","003","007","009","011","015","018","019","020","021","022","023","024","267","025","026","027","028","029","273","030","031","268","032","033","034","035","036","037","038","039","040","041","042","043","044","045","046","047","048","049","050","051","269","052","053","054","055","056","057","058","059","060","061","062","063","064","065","066","067","068","069","070","071","072","073","074","075","076","077","078","079","080","081","082","083","084","085","086","087","088","089","090","091","092","093","094","095","096","097","098","099","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","128","132","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","186","266","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","270","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","271","244","245","246","247","248","249","250","251","252","263","264","265"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2017000000","","2017îN","","4747","4036","2.66","1.52","47.1","64.4","31.6","874966","469722","463181","437236","384864","340385","321808","***","2839","60217","45990","45279","6382","***","1926","670","***","1002","254","57","23961","595","22766","17173","5593","600","6541","2943","3598","343726","290239","3779","2386","1393","423","3889","542","***","3844","40407","233","371","61518","874966","358423","271136","65136","5140","1404","2190","1171","376","3840","2195","672","433","540","5863","4697","1167","2955","929","1420","606","6177","4228","464","775","710","1751","1562","188","2724","268","2456","5046","9138","4272","4866","4267","956","927","2384","2713","15407","14380","1027","115","21159","15458","5701","1578","4123","17671","8379","4155","821","4316","8884","2672","1385","780","507","572","594","2001","2409","637","11403","217","4862","2149","906","100","866","1579","723","9926","1772","834","2046","5275","42079","6979","20900","5255","334","15311","14200","13503","27034","1914","5978","2919","16224","1676","2652","3141","8755","54342","21226","2774","4145","1898","1190","11220","9058","16802","4458","293","542","979","810","6013","3707","7256","21071","31627","17763","231453","245101","127847","13796","23095","90956","117254","87288","36552","14153","16617","5782","50691","30725","16941","2071","954","45","462584","368365","20533","3534","16998","1321","27207","2738","***","5498","30967","5391","564","53959","4349","771","135","3442","4349","2835","135","555","5","129","141","18","240","0","312","112","382434","111299","95778","94880","78126","16753","1149","15605","898","23319","2196","***","1654","-9440","5158","193","-7559","70.9","29.1","25.0","24.8","24.0","621","474687"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2018000000","","2018îN","","5007","4196","2.65","1.55","47.9","65.3","31.5","913325","492594","485158","455374","393928","351938","324962","68965","3427","65538","51783","51202","9663","***","2643","1013","***","1168","462","43","27098","508","26089","19961","6128","500","7437","2776","4661","357842","295786","4174","2758","1416","118","1702","692","***","4736","50089","79","466","62889","913325","367336","275706","66950","5296","1471","2279","1207","340","3782","2140","654","431","557","5980","4810","1171","2988","919","1466","604","6327","4324","481","788","733","1806","1609","197","2762","267","2495","5202","9644","4418","5226","4491","1025","984","2482","2768","15861","14879","981","42","20855","16128","4727","1530","3198","18471","8910","4358","904","4299","9366","3026","1570","1035","422","503","742","2022","2465","608","11286","109","4862","2167","894","81","870","1627","678","10267","1783","877","2134","5472","45055","7093","23850","6516","455","16879","14112","13573","27160","1850","6463","2748","16100","1705","2281","3049","9065","52721","20964","2743","4236","1725","1351","10910","8512","16266","3949","241","509","1059","525","5839","4143","6980","20813","31842","17662","235516","250232","132807","15394","23166","94247","117425","91631","37878","15145","16911","5822","53612","32440","17811","2417","944","140","492520","395106","19786","3528","16257","1736","28412","2678","***","6702","33219","4268","613","53469","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","400964","125258","116550","114932","99320","15612","771","14841","1618","26710","1986","***","1966","-16871","4189","147","-9420","68.8","31.2","29.1","28.7","24.3","628","500680"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2019000000","","2019îN","","5176","4240","2.60","1.53","47.8","65.9","30.9","962839","512534","505304","472751","404701","353492","330276","74426","4005","70420","57933","57126","10116","***","3200","1238","***","1338","624","47","29307","880","27975","21245","6730","452","7230","2168","5062","374044","293865","5101","3202","1898","391","3368","738","***","5086","64772","131","593","76260","962839","376085","280531","67342","5216","1346","2323","1205","342","3757","2133","640","426","558","5786","4622","1163","2971","924","1464","582","5928","3973","473","777","705","1778","1575","204","2746","270","2476","5475","9752","4469","5283","4606","1024","985","2598","2821","16424","15440","984","83","21783","15891","5892","1699","4193","18225","8908","4271","830","4216","9831","3317","1747","1020","549","535","699","2066","2606","607","11208","102","4872","2137","907","82","859","1605","643","10827","1893","807","2231","5897","46679","7849","25183","7437","411","17334","13647","12873","28219","2070","6385","2693","17072","1932","2561","3205","9373","53542","21859","2990","4614","2042","1341","10872","8277","16323","3899","258","438","1036","470","5811","4411","7082","20058","33380","17099","238417","254950","134875","17322","23503","94051","120074","95554","39179","16068","17344","5767","56304","34038","18649","2634","982","72","523462","417575","20147","4030","16117","1472","28154","2694","***","6413","41277","5057","674","63292","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","416980","136449","139838","138757","123710","15046","828","14219","1081","24786","1956","***","1326","-23495","4925","81","-12969","67.3","32.7","33.5","33.3","24.0","632","517538"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2020000000","","2020îN","","5104","4224","2.57","1.54","47.6","64.9","31.6","1009022","529956","506321","473297","401761","347812","328403","73359","4148","69210","61203","59740","10332","2648","***","1002","1138","***","509","***","30376","1162","28582","21230","7352","632","23635","1725","21910","375979","293745","4619","3440","1179","239","2601","592","72830","***","***","852","500","103087","1009022","360323","262359","67012","5556","1433","2271","1455","398","4073","2315","698","443","617","6543","5252","1291","3219","971","1595","652","6607","4515","502","814","777","1875","1648","228","3065","305","2760","5597","10218","4726","5492","4750","1042","1014","2693","3345","12077","11223","854","86","22535","17134","5400","1840","3560","18124","8869","4166","749","4340","10820","3481","1851","1120","510","558","813","2262","3064","641","9297","107","3912","1801","790","97","689","1318","582","10731","1914","758","2786","5274","41177","4126","23422","7261","301","15860","13629","11301","23983","2710","6520","2603","12150","1004","804","2364","7978","47381","21723","2762","4580","1836","1538","11007","6769","12976","2783","168","323","534","408","4283","4477","5912","17205","26053","17122","222368","240917","136744","17886","21684","97174","104173","97964","40686","16519","18018","6148","57223","34520","18836","2836","1031","55","560722","432200","20217","4510","15707","5173","28072","2759","64580","***","***","7063","657","87978","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","431992","169633","158986","154053","138454","15598","1071","14527","4934","25471","2167","-8250","***","***","6211","157","-15109","60.7","39.3","36.8","35.7","25.5","634","510404"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2021000000","","2021îN","","5172","4268","2.52","1.52","47.9","63.5","32.0","1047851","522572","511497","480181","409088","356025","331865","77223","3706","73517","60651","58871","10442","2501","***","1058","919","***","525","***","28815","1186","27019","20659","6360","611","11074","2139","8935","366859","282836","4749","3146","1603","599","1595","573","75857","***","***","314","336","158421","1047851","360457","263907","65737","5217","1295","2196","1356","369","3846","2193","638","431","584","6327","5099","1228","3082","895","1526","660","6248","4266","463","778","741","1919","1679","240","2987","301","2686","5748","10516","4741","5775","4707","1004","1023","2680","3279","11778","10824","954","85","23094","17495","5598","1791","3807","17734","8440","4160","709","4426","10543","3409","1828","1123","458","619","816","2251","2923","525","8967","62","3707","1760","928","73","667","1260","511","10941","1913","766","2465","5796","40987","4505","23474","6296","320","16857","13008","12869","24887","2772","6686","2565","12864","1155","515","2636","8559","48149","22586","2974","4407","1764","1605","11835","5840","12753","2909","179","325","652","432","3974","4283","6970","19756","27253","16662","223573","242840","134517","17074","21578","95865","108324","96550","39952","16725","17535","5691","56549","34267","18302","2959","1021","49","542578","418367","19002","4174","14828","2963","26094","2534","68779","***","***","4213","626","144816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","426022","162115","152148","149784","135531","14253","1028","13225","2364","24499","1961","-7078","***","***","3899","290","-13604","61.9","38.1","35.7","35.2","24.9","631","517179"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2022000000","","2022îN","","5179","4216","2.50","1.53","48.0","64.4","31.6","1067276","535177","524693","492119","416583","358509","337532","79051","3708","75344","65034","63162","10502","3551","***","1335","1676","***","540","***","29023","1286","27219","21434","5785","518","10484","1996","8488","375614","286708","5246","3656","1589","392","779","807","81023","***","***","193","466","156485","1067276","373592","273417","67166","5088","1130","2252","1337","369","3722","2051","637","446","587","6228","5026","1202","2974","873","1464","637","6105","4171","462","759","713","1883","1656","227","2941","314","2628","6028","10902","4946","5955","4779","967","1006","2806","3198","13263","12372","891","54","24148","17662","6486","2235","4251","20019","10423","4529","855","4213","10435","3441","1756","1168","517","634","713","2191","2871","586","9776","104","4221","1902","774","67","723","1389","595","11424","1911","789","2605","6118","41438","5841","23449","6357","366","16726","12149","12100","26855","2492","6520","2379","15464","1803","1162","2813","9686","50056","23320","3090","4538","1857","1523","12311","5485","13677","3696","264","329","718","438","4519","3712","7575","19016","30648","15641","230819","252126","138783","17526","22144","99113","113343","100176","41744","17972","17582","6190","58347","35115","18995","3027","1209","85","552711","427011","18286","4258","14028","3671","27050","2623","71199","***","***","2423","448","140973","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","435001","161584","156621","153343","140303","13040","601","12439","3279","26271","1816","-9824","***","***","2231","-18","-15513","62.9","37.1","36.0","35.3","24.6","655","517832"
"01","","ã‡äz","12","","ãŒòJé“ê¢ë—","00000","","ëSçë","2023000000","","2023îN","","5161","4154","2.47","1.52","48.0","65.9","30.4","1089267","522334","513940","478479","404175","347200","330662","73513","3568","69945","64249","62422","10054","3774","***","1539","1580","***","655","***","31687","1156","29533","23167","6366","998","8394","1956","6438","379510","281601","5287","3313","1974","201","1480","1001","88691","***","***","405","843","187422","1089267","368652","272285","70609","5297","1181","2324","1406","387","3793","2077","671","453","592","6297","5084","1213","3210","909","1506","795","6186","4201","464","794","727","1994","1734","260","2989","314","2674","6288","11118","5024","6094","4910","1014","1016","2881","2985","15496","14710","786","45","23187","17178","6008","2051","3958","19501","10086","4498","765","4152","10230","3260","1727","1030","503","628","633","2198","2962","549","9237","82","3763","1815","800","64","732","1422","559","11159","1982","800","2415","5961","42769","6644","24651","6585","346","17720","11474","11115","27823","2318","6748","2404","16354","2156","1736","2703","9759","46654","22425","3498","4711","1731","1463","11023","4649","13919","3836","237","319","829","563","4356","3780","5661","16732","31884","14838","232496","253839","139122","17139","21862","100120","114717","96367","38984","16228","16922","5833","57288","33655","18763","3000","1870","96","551692","419560","18555","4896","13659","3412","27843","1976","76995","***","***","2735","616","168923","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","425967","153682","154437","151226","137958","13268","1583","11685","3211","26364","975","-11696","***","***","2329","-227","-18500","63.9","36.1","36.3","35.5","25.9","646","516080"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2007000000","","2007îN","","4771","4032","2.23","0.79","66.6","83.4","15.1","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","230536","56045","5106","2195","1633","939","339","6644","4104","1196","622","722","4529","3662","867","2668","1266","849","553","7471","4683","662","1070","1056","2768","2641","127","2550","227","2323","3553","6685","2734","3950","3056","924","548","1584","2752","8264","7995","270","0","16127","7354","8773","2635","6138","18835","8356","4724","1638","4118","8210","2618","1467","743","409","801","602","1547","1718","925","9130","301","3392","2005","893","223","651","969","697","12237","1730","1266","1535","7705","23851","4256","11801","2377","117","9307","7794","3605","25009","2248","5056","3857","13849","1171","4612","1902","6164","57487","20103","2981","2983","1414","958","11767","5405","28587","7699","287","769","1593","704","15572","1963","3392","6780","29038","9475","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","8668","7005","573","41","16","269","276","70","112","0","572","305","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","24.3","461","477070"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2008000000","","2008îN","","4685","3994","2.19","0.75","67.1","85.2","13.9","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","227091","56085","5344","2224","1729","1025","366","6469","3911","1176","656","726","4767","3860","907","2654","1217","857","581","7440","4694","646","1050","1049","2725","2604","121","2670","259","2411","3698","6652","2783","3869","2903","892","529","1483","2779","7982","7767","215","0","14864","6628","8237","2430","5806","19622","8711","5009","1815","4087","7871","2347","1337","700","310","744","555","1544","1753","928","9033","256","3382","2008","880","145","664","971","724","11808","1761","1291","1699","7056","23623","4003","11910","2085","106","9718","7710","3628","25350","2312","5029","3839","14169","1153","4755","1799","6461","55207","19458","2900","2994","1318","977","11270","5303","27312","7634","276","719","1772","632","14652","1627","3134","6006","29373","9625","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","8080","6604","605","31","24","244","232","45","114","0","520","265","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","24.7","441","468550"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2009000000","","2009îN","","4831","4046","2.16","0.74","66.9","83.9","15.3","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","221654","55388","5352","2166","1767","1059","361","6343","3807","1128","671","737","4614","3725","889","2692","1230","897","564","7365","4675","646","1023","1021","2647","2518","128","2701","260","2441","3738","6618","2724","3894","2927","872","564","1492","2764","7618","7389","229","10","14757","7258","7499","2246","5253","18770","8601","4835","1282","4051","8144","2736","1470","905","362","643","504","1512","1810","938","8387","251","3009","1877","842","164","669","934","641","11875","2036","1299","1507","7033","22599","3870","10976","2233","85","8659","7753","3504","25297","2785","5034","3880","13599","1018","4165","1918","6499","52933","19069","2929","3132","1141","961","10906","4863","25967","7439","302","704","1454","663","13706","1698","3034","6083","28969","9777","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","7765","6428","507","40","14","227","205","57","66","0","477","253","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","25.0","435","483163"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2010000000","","2010îN","","4960","4095","2.14","0.72","67.5","83.8","14.9","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","220762","54174","5088","1988","1723","1045","332","5970","3571","1072","626","701","4399","3534","865","2653","1175","929","549","7419","4795","632","981","1011","2649","2515","133","2602","237","2365","3713","6577","2715","3862","2982","858","572","1552","2646","7478","7239","239","0","15463","7150","8313","2247","6067","18880","8798","4570","1476","4035","8320","2932","1480","1165","287","627","547","1504","1723","988","7627","112","2818","1670","806","132","623","879","586","11685","2338","1399","1575","6372","23828","3712","12492","3211","140","9141","7623","2895","25683","3710","4757","3767","13449","1067","4005","1736","6641","52206","19475","2802","3119","1095","941","11517","4789","25059","7033","262","649","1446","558","13319","1791","2883","5379","29220","9849","185885","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","6971","5755","476","11","7","216","202","48","63","0","454","214","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","24.5","421","495949"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2011000000","","2011îN","","5025","4121","2.16","0.70","68.1","83.4","14.8","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","218736","54962","5090","1947","1730","1076","337","5915","3474","1083","638","721","4557","3628","928","2702","1159","970","572","7392","4755","623","973","1040","2662","2521","141","2689","245","2444","3713","6887","2864","4023","3105","869","589","1648","2708","7543","7333","210","0","15468","6981","8487","2682","5805","18975","8507","4608","1815","4045","8225","2609","1370","942","296","690","581","1523","1820","1003","8097","288","2834","1820","865","137","667","910","577","12227","2404","1404","1463","6957","22130","3424","11114","2202","113","8798","7592","2730","23714","2091","4688","3714","13221","1069","3846","1656","6650","52207","19865","2794","3182","1064","1084","11741","5129","24678","6732","284","629","1282","578","13469","1704","2536","4701","27010","9936","185060","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","6803","5591","518","33","23","212","176","36","112","0","393","227","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","25.1","430","502490"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2012000000","","2012îN","","5146","4267","2.13","0.69","68.2","85.8","12.8","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","220159","54737","5074","1950","1754","1038","333","5674","3304","1034","626","710","4433","3538","895","2766","1134","1088","544","7222","4701","594","945","982","2677","2521","157","2640","244","2397","3681","6982","2917","4065","3123","838","589","1697","2547","7917","7730","187","0","15961","6566","9396","2793","6603","19782","9034","4791","1871","4085","8413","2795","1326","1043","426","774","532","1543","1818","952","7786","272","2657","1761","824","148","644","903","578","11825","2340","1503","1598","6384","24320","3685","13036","3090","109","9837","7600","3260","23161","1145","4712","3686","13618","1028","4027","1673","6890","50913","19369","2839","3329","1114","1092","10995","4447","24425","6850","251","618","1344","585","12910","1867","2672","5528","26707","10014","185526","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","6533","5432","478","22","10","189","187","43","108","0","340","202","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","24.9","424","514586"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2013000000","","2013îN","","5179","4291","2.13","0.70","68.8","86.8","12.0","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","224488","55907","4960","1891","1726","1018","326","5843","3410","1063","626","744","4709","3752","957","2868","1156","1159","553","7477","4914","615","967","981","2706","2538","168","2654","256","2398","3773","7141","2966","4175","3167","867","618","1682","2663","7945","7752","194","0","16553","6124","10429","2812","7617","20132","9372","4818","1809","4132","8826","3176","1574","1261","341","761","575","1505","1902","907","8195","161","2951","1897","834","135","673","971","573","12097","2322","1567","1612","6597","24940","3776","13572","3520","128","9924","7592","2656","23631","1320","4788","3674","13849","1146","3975","1663","7065","51550","20010","2871","3358","1257","1062","11462","4293","24485","6964","246","621","1437","568","13160","1490","2762","5012","27310","10077","188492","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","6625","5449","430","24","17","206","190","37","78","0","413","211","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","24.9","425","517901"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2014000000","","2014îN","","5220","4329","2.10","0.68","69.2","86.3","12.6","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","224603","56979","4928","1754","1805","1024","344","5913","3441","1066","637","768","5068","4079","989","2980","1141","1238","601","7631","5025","644","966","997","2760","2568","192","2725","269","2456","3853","7302","3008","4294","3198","858","667","1672","2655","7966","7796","170","0","15388","6318","9071","2532","6539","20570","9781","4895","1790","4105","8775","3061","1544","1096","421","741","625","1515","1957","877","8497","190","3112","1935","847","126","676","1045","566","12207","2325","1468","1752","6662","24949","3737","13353","3125","125","10103","7859","2465","23981","1391","4893","3726","13971","1189","3915","1691","7176","50792","20229","2934","3256","1337","889","11812","4201","24126","7204","296","676","1606","647","12191","1507","2237","4296","27812","10337","191662","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","6144","5060","463","17","14","185","178","44","103","0","339","203","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","25.4","421","521991"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2015000000","","2015îN","","5232","4352","2.08","0.69","69.8","86.8","11.8","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","220241","57825","4838","1563","1882","1025","369","5923","3439","1068","649","766","5219","4241","977","3071","1173","1287","610","7881","5252","640","997","993","2862","2649","213","2821","334","2487","3930","7502","3137","4364","3196","829","688","1680","2597","7986","7823","163","0","15880","6324","9556","2754","6802","19927","9692","4839","1232","4165","8201","2698","1373","1012","313","666","515","1482","1930","910","7678","125","2835","1741","739","131","614","990","503","12207","2432","1490","1529","6757","24645","3543","13189","3226","149","9814","7913","2450","22688","1045","4851","3547","13244","1211","3613","1685","6735","48740","19071","2802","3226","1080","950","11013","3988","23291","7173","211","677","1490","593","11718","1429","2390","4193","26284","10534","187028","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","5751","4791","419","18","14","163","144","29","74","0","344","175","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","26.3","419","523228"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2016000000","","2016îN","","5265","4379","2.06","0.68","70.2","88.1","11.2","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","219174","59307","4896","1583","1889","1050","373","5964","3462","1066","651","786","5312","4325","987","3197","1152","1409","636","8041","5359","665","999","1019","2986","2761","226","2850","305","2544","4070","8038","3365","4672","3387","884","701","1802","2716","7851","7718","133","0","14234","5647","8587","2584","6003","18510","9074","4271","1030","4136","8541","2980","1438","1246","296","620","519","1469","2047","906","7349","107","2571","1737","753","119","567","974","522","12156","2432","1552","1546","6625","24195","3406","12611","3093","154","9364","8178","2193","23281","1111","4883","3525","13762","1153","3745","1642","7222","49407","20118","2816","3333","1251","955","11763","3712","22393","6932","229","562","1432","585","11222","1431","3184","4211","26633","11048","187440","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","5458","4542","409","4","16","158","123","42","83","0","320","169","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","27.1","420","526542"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2017000000","","2017îN","","5253","4359","2.04","0.64","70.3","87.5","11.4","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","218518","59253","4856","1578","1874","1042","362","5710","3236","1051","649","775","5355","4356","999","3202","1137","1427","639","7878","5201","652","987","1039","2889","2655","234","2854","298","2556","4022","8180","3390","4790","3456","860","725","1871","2741","8108","7973","135","0","14962","5924","9039","2616","6423","18725","9008","4217","1369","4131","8657","3075","1564","1141","371","672","535","1447","2074","853","7081","122","2461","1666","744","131","589","928","441","11929","2425","1490","1649","6365","24600","3361","12933","3259","125","9548","8307","2048","22888","1175","5067","3498","13148","1117","3220","1623","7187","48375","19471","2752","3393","1160","985","11181","3411","21555","6575","219","575","1384","532","10866","1405","3938","5361","26265","11235","185492","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","4788","3988","336","4","13","152","97","25","41","0","315","153","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","27.1","409","525275"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2018000000","","2018îN","","4993","4123","2.00","0.60","70.8","86.4","11.7","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","217010","58686","4869","1626","1860","1028","355","5562","3107","1041","624","790","5285","4335","950","3174","1117","1412","646","8047","5307","669","1015","1057","3002","2746","256","2896","309","2587","4113","8104","3324","4780","3498","889","714","1895","2563","7573","7429","144","0","16721","5942","10778","3127","7651","18881","9392","4074","1452","3963","8271","2829","1401","1089","339","545","590","1422","2068","818","6696","134","2418","1447","715","111","552","851","468","12211","2374","1556","1475","6807","25610","3343","13846","3481","134","10231","8421","2240","22281","1089","4656","3331","13204","1134","3316","1573","7181","45413","19392","2658","3212","1005","940","11577","3467","20424","5934","196","493","1491","446","9979","1885","2130","3774","25652","11107","184700","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","27.0","393","499357"
